VENDOR,PARTNUMBER,DESCRIPTION,LOCATION,QUANTITY,CONDITION
SKYLANE,SFP13010GE2D521,1310nm Gigabit Ethernet 1000 BASE-LX Dual Fibre LC Singlemode 10km,150122PILv,2,USED
HP,AJ941A,HPE AJ941A D2700 SFF 2.5 DISK ENCLOSURE0,150122PILv,2,USED
HUAWEI,034060277,eSFP-1310nm-S-4.1/ESCON SM/DVB ASI SM Optical Transceiver -eSFP -1310nm -STM4 --15~-8dBm --30dBm -LC -SM -15km,150122PILv,2,USED
JUNIPER,CFP-100GBASE-LR4,740-32210 SFP Module,150122PILv,1,USED
FINISAR,FTLC8281RCNM-HW,100G-10 CFP HUAWEI,150122PILv,1,USED
ERICSSON,RDH901015/1,100GE LR4 CFP -SSR CD4UWE2T0K MODUL FTLC1183RDNL,150122PILv,1,USED
ERICSSON,RDH10270/1,SFP 10GBASE-BX20-U SFP+ CPRI OPTICAL,150122PILv,1,USED
CISCO,SFP-10G-LR-X,10Gbase-Lr X Sfp+ Transceiver Mod - Smf 1310Nm,150122PILv,1,USED
CISCO,XFP-10GLR-OC192SR_2014,Multirate XFP Module for 10GBASE-LR And OC19,150122PILv,1,USED
LONG LINE,GLC-BX-U-DDM-LL, 1000Base BX-U - 80 Km - TX: 1310 nm - RX: 1490 nm SFP transceiver. 100% Cisco compatible.,150122PILv,1,USED
NOKIA,3FE54823BA,GPON ONT SFP I-010S-P BVL3AV8BAA (versions: AB - ),150122PILv,1,USED
HUAWEI,034060556,OSN010N01 - Optical transceiver -CFP -4*25GB/S(1310NM BAND) -103.125GB/S --1.3DBM -4.5DBM --8.6DBM -ANGLED LC -SMF -OMA OPTICAL POWER -100GBASE-LR4,150122PILv,1,USED
NOKIA,3AG34224AA,100G UNIVERSAL /CFP 1 AN 100G,150122PILv,1,USED
NOKIA,3HE00028CA,SFP-GIGE-LX-LC,150122PILv,1,USED
HUAWEI,S4016067,"OSG010N05 Optical transceiver(eSFP -1310nm -1.25Gb/s --9dBm~-3dBm --20dBm -LC -SM -10km).
",150122PILv,1,USED
ACCEDIAN,AMN-1000-TE,Accedian AMN-1000-TE Network Interface Device ,150122PILv,1,USED
OTHER,2XCPOS/STM1-SFP,Board,150122PILv,1,USED
OTHER,300A60mV05,Shunt  300A 60mV 0 -5,150122PILv,49,USED
OTHER,300A25mV03,Shunt  300A 25mV 0 -3,150122PILv,40,USED
OTHER,400A60mV05,Shunt 400A 60mV 0 -5,150122PILv,24,USED
OTHER,200A75mV05,Shunt  200A 75MV 0 -5,150122PILv,19,USED
OTHER,1000A75mV05,Shunt  1000A 75mV 0.5,150122PILv,18,USED
OTHER,150A60mV05,Shunt  150A 60mV  0 -5,150122PILv,11,USED
OTHER,250A60mV05,Shunt  250A 60mV  0 -5,150122PILv,11,USED
OTHER,200A60mV05,Shunt  200A 60mV 0 -5,150122PILv,8,USED
OTHER,50A60mV,Shunt  50A 60mV  (??),150122PILv,6,USED
OTHER,600A25mV,Shunt 600A 25mV ,150122PILv,5,USED
OTHER,500A75mV05,Shunt  500A 75MV 0 -5,150122PILv,4,USED
OTHER,600A60mV05,Shunt 600A 60mV 0 -5,150122PILv,4,USED
OTHER,750A50mV,Shunt 750A 50mV ,150122PILv,4,USED
OTHER,250A60mV,Shunt  250 AMPER 60MV,150122PILv,2,USED
OTHER,100A60mV,Shunt 100A 60mV (0.XX value is not given - WRONG PN),150122PILv,1,USED
Tubitak,502-10-II-0002,SRC155A IF MODEM Board.,150122PILv,53,USED
Tubitak,502-00-II-0001,SRC155A - 7 GHz TXRX Unit,150122PILv,19,USED
Tubitak,502-00-II-0006,SRC155A DC-DC cEViRiCi 140W Board.,150122PILv,14,USED
Tubitak,502-10-II-0009,SRC155A GE Interface Board.,150122PILv,12,USED
Tubitak,502-10-II-0005,SRC155A Control Board.,150122PILv,10,USED
Tubitak,520-09-11-0003,SPDT RF Coaxial Switch (1+1 HSB Tx Switchingi,150122PILv,6,USED
Tubitak,520-06-03-0041,SRC155A - 7 GHz DIPLEXER-1 ( Low1/High1),150122PILv,3,USED
Tubitak,501-06-II-1112,SRC155A 1+1 HSB ODU 7 GHz / Low2,150122PILv,3,USED
Tubitak,520-06-03-0042,SRC155A - 7 GHz DIPLEXER-2 (Low2/High2),150122PILv,2,USED
Tubitak,501-06-II-1111,SRC155A 1+1 HSB ODU 7 GHz / Low1,150122PILv,2,USED
Tubitak,501-06-II-1121,SRC155A 1+1 HSB ODU 7 GHz / High1,150122PILv,1,USED
SIEMENS,S42024-L5233-A100-5,S42024-L5233-A100,150122PILv,0,USED
SATELCOM,021212,Description is not found,150124TJKn,0,USED
RADISYS,MPCMM0001Q, D18368-011,150122PILv,0,USED
OTHER,50A60MVSHUNT,50A60MV,150122PILv,0,USED
OTHER,400ASHUNT,400A60MV05,150124TJKn,0,USED
OTHER,052090AHZ,52090AHZ,150124TJKn,0,USED
OTHER,750A,Description is not found,150124TJKn,0,USED
NOKIA,3al79088acaa01,3AL79088AC (version AA01),150122PILv,0,USED
NOKIA,3al89590aa03,3AL89590AA,150122PILv,0,USED
NOKIA,8DG02822AAA,8DG02822AA,150122PILv,0,USED
NOKIA,CPRT4-A,C111970.B2B,150122PILv,0,USED
NOKIA,S-4.1DDM,1AB196360004,150122PILv,0,USED
NOKIA,8DG02666AAAC02,8DG02666AA,150124JGKn,,USED
NOKIA,3AL92112AA.02,3AL92112AA,150124TJKn,0,USED
NOKIA,3FE54823AAAB,3FE54823AA (version AB) ,150124TJKn,0,USED
NOKIA,3FE54823BAAB,3FE54823BA (version AB),150124TJKn,0,USED
NOKIA,3AL92113AA.02,3AL92113AA,150122PILv,0,USED
NOKIA,8DG25684AA.AA01,8DG25684AA,150122PILv,,USED
NOKIA,3AL78830AE.03,3AL78830AE,150122PILv,0,USED
NOKIA,3AL78830AE.AA02,3AL78830AE,150122PILv,0,USED
NOKIA,3AL89561AB.AC05,3AL89561AB,150122PILv,0,USED
NETSCOUT,LP-2000-2,870005103,150122PILv,0,USED
KATHREIN,86010148V01,86010148,150122PILv,0,USED
HUAWEI,TN81SCA, 03020FXB,150122PILv,0,USED
HUAWEI,021204726,02120472,150122PILv,0,USED
HUAWEI,021204796,02120479,150122PILv,0,USED
HUAWEI,0302120757,02120757,150122PILv,0,USED
HUAWEI,PAC-350WB-L,02131212,150122PILv,0,USED
HUAWEI,SPM60A,02231CRN,150122PILv,0,USED
HUAWEI,2300642,02300642,150122PILv,0,USED
HUAWEI,OSN8800T32SUBRACK,02300642,150122PILv,0,USED
HUAWEI,HXFP8541,02310CNF,150122PILv,0,USED
HUAWEI,0302310SHW,02310SHW,150122PILv,0,USED
HUAWEI,02310ANF,02312ANF,150122PILv,0,USED
HUAWEI,AR0MXEGFTA00,02352933,150122PILv,0,USED
HUAWEI,AR1220V,02352933,150122PILv,0,USED
HUAWEI,ADU451503,027010829,150122PILv,0,USED
HUAWEI,GM51DCSU,03020AVW,150122PILv,0,USED
HUAWEI,SSR1PIU,03020EWG,150122PILv,0,USED
HUAWEI,0302LLT,03020LLT,150122PILv,0,USED
HUAWEI,020MWY,03020MWY,150122PILv,0,USED
HUAWEI,020QYR,03020QYR,150122PILv,0,USED
HUAWEI,022VUU,03022VUU,150122PILv,0,USED
HUAWEI,SSN1D12S,03026728,150122PILv,0,USED
HUAWEI,SSN1D34S,03026734,150122PILv,0,USED
HUAWEI,SSN1OU08,03026741,150122PILv,0,USED
HUAWEI,SSN1TSB8,03026756,150122PILv,0,USED
HUAWEI,SSN1ETF8,03026811,150122PILv,0,USED
HUAWEI,SSN1C34S,03027581,150122PILv,0,USED
HUAWEI,02824510,03028245,150122PILv,0,USED
HUAWEI,SST1E0W,03028245,150122PILv,0,USED
HUAWEI,SST1AUX,03028246,150122PILv,0,USED
HUAWEI,GM51DSAC,03028262,150122PILv,0,USED
HUAWEI,GM51DELC,03028708,150122PILv,0,USED
HUAWEI,GM51DMLC,03028712,150122PILv,0,USED
HUAWEI,030291186,NO REFERENCESLQ4A Board-> 2 pc to 03029118,150122PILv,0,USED
HUAWEI,SSN1SLQ4A04-B3,03029118,150122PILv,0,USED
HUAWEI,GM51DCCU,03029749,150122PILv,0,USED
HUAWEI,030GSP,03030GSP,150122PILv,0,USED
HUAWEI,03030GYN01,03030GYN,150122PILv,0,USED
HUAWEI,03030GYQ01,03030GYQ,150122PILv,0,USED
HUAWEI,03030KJY.,03030KJY,150122PILv,0,USED
HUAWEI,030KKQ,03030KKQ,150122PILv,0,USED
HUAWEI,030KKR,03030KKR,150122PILv,0,USED
HUAWEI,HXFP8441,03030LRD,150122PILv,0,USED
HUAWEI,030QAE,03030QAE,150122PILv,0,USED
HUAWEI,030QBL,03030QBL,150122PILv,0,USED
HUAWEI,030QDP,03030QDP,150122PILv,0,USED
HUAWEI,03030RAD01,03030RAD,150122PILv,0,USED
HUAWEI,TN11AUX01,03036618,150122PILv,0,USED
HUAWEI,CR52L2XXN0,03036752,150122PILv,0,USED
HUAWEI,CR5M0EEGFA20,03037070,150122PILv,0,USED
HUAWEI,SSN1AUX01,03037098,150122PILv,0,USED
HUAWEI,SSN1SEP101,03037391,150122PILv,0,USED
HUAWEI,GM51DEMU0,03037463,150122PILv,0,USED
HUAWEI,SSR1EOW01,03037557,150122PILv,0,USED
HUAWEI,SSN1SL6401,03037692,150122PILv,0,USED
HUAWEI,SSN2SLO101,03037854,150122PILv,0,USED
HUAWEI,0383346,03038334,150122PILv,0,USED
HUAWEI,SSR1SLQ101,03038334,150122PILv,0,USED
HUAWEI,CR53-LPUF-10,03038461,150122PILv,0,USED
HUAWEI,CR53LPUFC0,03038461,150122PILv,0,USED
HUAWEI,SSR2AUX,03038480,150122PILv,0,USED
HUAWEI,SSR2AUX01,03038480,150122PILv,0,USED
HUAWEI,SSR1PL1B01,03039079,150122PILv,0,USED
HUAWEI,TN81EG1601,03039204,150122PILv,0,USED
HUAWEI,TN71PIU01,03039289,150122PILv,0,USED
HUAWEI,03030FQJ,03050FQJ,150122PILv,0,USED
HUAWEI,003051119,03051119,150122PILv,0,USED
HUAWEI,003051488,03051488,150122PILv,0,USED
HUAWEI,ARCU02004,27150136,150122PILv,0,USED
HUAWEI,34070276-002,34070276,150122PILv,0,USED
HUAWEI,52414905RTNXMC26G-3E,52414905,150122PILv,0,USED
HUAWEI,A80S03HAC,52431759,150122PILv,0,USED
HUAWEI,A07D06HAC,52432021,150122PILv,0,USED
HUAWEI,A26S06MAC-3NX,52432465,150122PILv,0,USED
HUAWEI,A80S06MAC-3NX,52432470,150122PILv,0,USED
HUAWEI,A26D06MAC-3NX,52432477,150122PILv,0,USED
HUAWEI,ATN910C-G,ANGMHSTG0101,150122PILv,0,USED
HUAWEI,2317806, 02317806,150122PILv,0,USED
HUAWEI,6040181,06040181,150122PILv,0,USED
HUAWEI,023030065,Description is not found,150124TJKn,,USED
HUAWEI,1071381,01071381,150124TJKn,0,USED
HUAWEI,3071174,03071174,150124TJKn,0,USED
HUAWEI,F233LA,52450832 (if correct?),150124TJKn,0,USED
HUAWEI,027020197,Description is not found,,0,
HP,HPPROLIANTDL380G7,311143-421,150122PILv,0,USED
HP,PROLIANTDL360-G5,378705-421,150122PILv,0,USED
HP,HP1GBSFPRJ-45Module,453154-B21 (alt. 453578-001 453156-001),150122PILv,0,USED
HP,HPBLADESYSTEMC7000,HP-BladeSystem-C7000,150122PILv,0,USED
HP,HPPROLIANTDL320,DL320,150122PILv,0,USED
FINISAR,FTLF8529P3BNVAHP,FTLF8529P3BNV-HP,150122PILv,0,USED
ERICSSON,LBB/AM,BFB10951/2,150122PILv,0,USED
ERICSSON,C22PSup6601,BFL901009/4,150122PILv,0,USED
ERICSSON,BMG1361006/1,BGM1361006/1,150122PILv,0,USED
ERICSSON,DUW303G,KDU127161/3,150122PILv,0,USED
ERICSSON,DUW31,KDU127174/3,150122PILv,0,USED
ERICSSON,SETOFMATERIALS/SparepartSUP6601,NTB101291,150122PILv,0,USED
ERICSSON,REDBACKGE1020ENET1GB,ROA1283184/1,,0,USED
DELTA,FR48V-2000W-E,d0105128,150122PILv,0,USED
DELTA,FR48V-2000W-EREV20,d0105128,150122PILv,0,USED
COMBA,MBDA2133,MBDA-2133,150122PILv,0,USED
COMBA,COMBASP-2110,SP2110,150122PILv,0,USED
CISCO,WS-X4516-6-E,WS-X4516-10GE,150122PILv,0,USED
CISCO,SFP-GE-L10-2144-01,10-2144-01,150122PILv,0,USED
CISCO,FET-10G10-2566-02,10-2566-02,150122PILv,0,USED
CISCO,SFP-GE-TEXT,30-1421-01,150122PILv,0,USED
CISCO,CISCOP/N341-0186,341-0186,150122PILv,0,USED
CISCO,A9K-3KW-AC V01,A9K-3KW-AC-V01,150122PILv,0,USED
CISCO,BAAUDD03AB,BPX-ASM-BC,150122PILv,0,USED
CISCO,BAA6EEBCAA,BPX-BCC-4V/B,150122PILv,0,USED
CISCO,BAA65CPCAA,BPX-BXM-155-4DX,150122PILv,0,USED
CISCO,BAA649SCAA,BPX-BXM-E3-8,150122PILv,0,USED
CISCO,BA3APYUCAA,BPX-SMF-155-4-BC,150122PILv,0,USED
CISCO,CATALYST4507R-ESWITCH,WS-4507R-E,150122PILv,0,USED
CISCO,C6506-E-FAN,WS-C6506-E-FAN,150122PILv,0,USED
CISCO,C6509-E-FAN,WS-C6509-E-FAN,150122PILv,0,USED
CISCO,WS-C6K-13SLT-FAN2,WS-C6K-13SLOT-FAN2,150122PILv,0,USED
CISCO,ASR903,ASR903-CHASSIS,150124TJKn,0,USED
CISCO,BPX8600SERIES,BAMAMHOERD,150124TJKn,0,USED
CISCO,CISCO2901/K9,CISCO2901-K9,150124TJKn,0,USED
CISCO,CISCO2921/K9,CISCO2921-K9,150124TJKn,0,USED
CISCO,34-0687-04B0,34-0687-04-B0,TTY-2,0,USED
CISCO,N7K-C7010V3,N7K-C7010,150124TJKn,0,USED
AGISSON,027100046,Description is not found,150122PILv,0,USED
,027030489,27030489,150122PILv,0,USED
,341-0400-04A0,341-0400-04-A0,150122PILv,0,USED
,740-017976REV02,740-017976,150122PILv,0,USED
,CONNECTRA9072,CONNECTRA-9072,150122PILv,0,USED
,NOKIAIP01200,IP01200,150122PILv,0,USED
,DUW41,KDU127174/4,150122PILv,0,USED
,POWERCONNECT,PowerConnect5324,150122PILv,0,USED
,60950-1,UL-60950-1,150122PILv,0,USED
,9962DUALENTERPRICEAP,9962DUALENTERPRISEAP,150124TJKn,0,USED
,SGSE-SGCC-300-,SGSE-SGCC-300,150124TJKn,0,USED
,TD140KABINET,TD140CHASSIS,150124TJKn,0,USED
,14130222,014130222,ZAXZU,0,USED
,14130367,014130367,ZAXZU,0,USED
,03030LMT-,03030LMT,ZAXZU,0,USED
,03031YXT-,03031YXT,ZAXZU,0,USED
,1KA75MV05,1000A75MV05,ZAXZU,0,USED
,100A60MShunt,100a60mv,ZAXZU,0,USED
,3AL78830AE03,3AL78830AE,ZAXZU,0,USED
,3AL78830AEAA02,3AL78830AE,ZAXZU,0,USED
,3AL89561ABAC05,Description is not found,ZAXZU,0,USED
,3AL92112AA02,3AL92112AA,ZAXZU,0,USED
,3AL92113AA02,3AL92113AA,ZAXZU,0,USED
,3HE05106AARB,3HE05106AA,ZAXZU,0,USED
,3HE07943AAA,3HE07943AA,ZAXZU,0,USED
,600A25MVShunt,600A25MV,ZAXZU,0,USED
,Shunt750A,Description is not found,ZAXZU,0,USED
,8DG02608AB02,Description is not found,ZAXZU,0,USED
,8DG25684AAAA01,8DG25684AA.AA01,ZAXZU,0,USED
,A9K-3KW-ACV01,A9K-3KW-AC-V01,ZAXZU,0,USED
,CVR-QSFP-SFP10G=,Description is not found,ZAXZU,0,USED
SUN,0375-3301-01,Description is not found,150122PILv,0,USED
HUAWEI,0350_24T_4G,Description is not found,150122PILv,0,USED
CISCO,7206VXR/NPE-G1,NPE-G1,150122PILv,0,USED
OTHER,LTU-48ADSL-3,Board ,150122PILv,17,USED
HUAWEI,030FSW,NO REFERENCE,150122PILv,11,USED
HUAWEI,02120554,LE0M00FBXB00 Wide Voltage 68 Fan Unit,150122PILv,10,USED
OTHER,PCBA513-577,Board,150122PILv,10,USED
HUAWEI,0384611,Description is not found,150122PILv,10,USED
HUAWEI,03051856,NO REFERENCE,150122PILv,8,USED
HUAWEI,02312ANF,Intel Xeon Platinum 8176(2.1GHz/28-core/38.5MB/165W) Processor (with narrow Integrated heatsink). BC6MD0CPU,150122PILv,7,USED
HUAWEI,03020GNX,PIU Board noREF,150122PILv,7,USED
CISCO,HWIC-2TV04,NO REFERENCEBoard,150122PILv,7,USED
HUAWEI,03053520,CN2K2INTE AE3X,150122PILv,5,USED
HUAWEI,03053169,GS34AEEEE noREF,150122PILv,4,USED
HUAWEI,021QVV,NO REFERENCE,150122PILv,4,USED
ERICSSON,ROJ208811/1,GEP-4GBD,150122PILv,4,USED
HUAWEI,03020GWA,Board NoREF,150122PILv,3,USED
HUAWEI,27100025,NO REFERENCE,150122PILv,3,USED
HUAWEI,03707010,P40-20 XGE/FE-SFP-A,150122PILv,3,USED
OTHER,PCBA513-653,Board,150122PILv,2,USED
HUAWEI,02353425,Chassis - NO REFERENCE Mistake is expected,150122PILv,2,USED
CISCO,BAL48DOHAA,BCC-3BC CISCO Board(73-2671-01 D1).   BAL48DOHAA,150122PILv,2,USED
,SBC-G-TKT300-300,Description is not found,150124TJKn,2,USED
OTHER,P-5500,IPAM Hardware Appliance,150122PILv,1,USED
TEKTRONIX,IAP320,Board,150122PILv,1,USED
TEKTRONIX,IAP420,Board,150122PILv,1,USED
NOKIA,8D660912AA,Board,150122PILv,1,USED
HUAWEI,02QAF,NO REFERENCE,150122PILv,1,USED
HUAWEI,03023TQT,NO REFERENCE,150122PILv,1,USED
HUAWEI,0373761,NO REFERENCE,150122PILv,1,USED
HUAWEI,03030NST,TNH1ISUB06 noREF,150122PILv,1,USED
DIALOGIC,DIALOGIC,Dialogic MEDIA-GATEWAY ,150122PILv,1,USED
CISCO,MLTP-C38-01,FRONT PANEL,150122PILv,1,USED
,ST1M,Description is not found,150124TJKn,1,USED
HUAWEI,52431759,A80S03HAC Microwave Antenna -A80S03HAC -80GHz -300mm -HP -Single Polarization -Compact Mount -43.8dBi -0.9deg -27dB,150122PILv,0,USED
ANDREW,VHLP2-23-NC3,23GHz-60cm,150122PILv,0,USED
ANDREW,VHLP1-80-HW2,ANTENNA DIA 0.3m 80GHz  5psi(35kPa),150122PILv,0,USED
HUAWEI,154IEC-PBR100,Cable MICROWAVE RAU 10/11G,150122PILv,0,USED
HUAWEI,02234854,"DBS 1/2"" SuperFlexible Cable -Antenna Feeder Accessories Kit Per Sector",150122PILv,0,USED
HUAWEI,02234858,SBT Kit with AISG CABLE,150122PILv,0,USED
HENGXIN,52020BEK,JUMPER CABLE ( 2M ) MALE-MALE 7/16 CONNECTOR ,150122PILv,0,USED
HENGXIN,52020BEL,JUMPER CABLE (3M) MALE-MALE 7/16 CONNECTOR ,150122PILv,0,USED
HENGXIN,NKJ157,JUMPER CABLE 3.5m RFF - 1/2   - 7/16m-7/16 RIGHT ANGLE MAL,150122PILv,0,USED
HENGXIN,52030AAL,RF Jumper cable 3m - 4.3-10 male /4.3-10 male,150122PILv,0,USED
HENGXIN,52030AAD,RF Jumper cable 3m - 7-16 DIN male/4.3-10 male,150122PILv,0,USED
HENGXIN,52030AAM,RF Jumper cable 4m - 4.3-10 male /4.3-10 male,150122PILv,0,USED
HENGXIN,52030AAC,RF Jumper cable 4m - 7-16 DIN male/4.3-10 male,150122PILv,0,USED
HENGXIN,04130067,RF Jumper Cable 4m - DIN50SM-II - COAX50-8.7/3.5,150122PILv,0,USED
HENGXIN,52030AAN,RF Jumper cable 6m - 4.3-10 male /4.3-10 male,150122PILv,0,USED
HENGXIN,52030AAE,RF Jumper cable 6m - 7-16 DIN male/4.3-10 male,150122PILv,0,USED
HENGXIN,52030AAO,RF Jumper cable 8m - 4.3-10 male /4.3-10 male,150122PILv,0,USED
ERICSSON,TSR432151/1000,CONNECTION/SIGNAL CABLE,150122PILv,0,USED
HUAWEI,02311WJQ,SLD4IRU201 OptiX RTN 905F - Function Module -SLD4IRU201 -4*GE(RJ45)+2*GE(SFP)+4*10GE(SFP+)+2*STM-1(SFP)+16*E1+2*IF IDU Unit(-48VDC),150124JGKn,0,USED
NOKIA,3HE12321AA,XCM - 7950 XRS-20E XCM2,150124JGKn,0,USED
NOKIA,3HE11096AA,7950 XRS-20E QUAD POWER CONNECT MODULE,150124JGKn,0,USED
ERICSSON,BOE90103/1,Alarm relays back Board for the BPX 8600 BAAUDD03AB-Bpx-Asm-Bc 800-21190-10,150122PILv,0,USED
HUAWEI,03020LGL,TN54TEM28 24xGE+4x10GE Ethernet Tributary Unit,150124JGKn,0,USED
ERICSSON,ROA1285784/1,Enet 2x100ge 2x10ge SSR,150124JGKn,0,USED
HUAWEI,03031TWN,"TN51HBA01 Extended C-Band High-power Booster Amplifier Board.
",150122PILv,0,USED
HUAWEI,03030YCE,TN12RAU201. C-BAND Backward Raman and Erbium Doped Fiber Hybrid Optical Amplifier Unit(MAX -2dBm LINE IN and MAX 20dBm OUT.Gain 30~41dB for G.652).,150122PILv,0,USED
EMERSON,02590920,Rectifier Access Module EMERSON,150122PILv,0,USED
COMMSCOPE,E15S08P98,Tower Mounted Amplifier - Dual UMTS 2100 with AISG,150122PILv,0,USED
CISCO,A9K-MOD400-TR,.400G Modular Linecard - Packet Transport Optimized,150122PILv,0,USED
HUAWEI,02312BCY,RRU5905 900 Mhz,150124JGKn,0,USED
ERICSSON,KRC161637/1,Radio 4415 B3 -1800mhz RRU,150122PILv,0,USED
ERICSSON,KRC161297/2,RRUS 12 B1 3G RRU,150122PILv,0,USED
ERICSSON,KRC161412/1,RRUS 32 B7 4G,150122PILv,0,USED
HP,BL620CG7,BLADE SERVER,150122PILv,0,USED
HP,DL380G6,SERVER,150122PILv,0,USED
WTD,RTXM192-466-C37,SFP,150122PILv,0,USED
SUMITOMO,SCP6F44-GL-BWE,SFP,150122PILv,0,USED
SOURCE,SP-03-IR1-CDFH-AT,SFP,150122PILv,0,USED
SMT,TPP1XGDSOIZABE2G,SFP,150122PILv,0,USED
SMT,TRPAG1LXDBBS-HWS,SFP,150122PILv,0,USED
OTHER,30-0759-01,1000 BASE-SX SFP,150122PILv,0,USED
OTHER,30-1301-03,SFP,150122PILv,0,USED
OTHER,45891-001,SFP,150122PILv,0,USED
OTHER,57-1000013-01,SFP,150122PILv,0,USED
OTHER,CNI9Z83AAA,SFP,150122PILv,0,USED
OTHER,FTLX8571D3BCL-HW,SFP,150122PILv,0,USED
OTHER,HBCU-5710R,SFP,150122PILv,0,USED
OTHER,LCP-1250B4QSRBTE,SFP,150122PILv,0,USED
OTHER,PLRXXL-SC-S43-C1,SFP,150122PILv,0,USED
OTHER,RTXM191-400,SFP,150122PILv,0,USED
OTHER,RTXM192-404-C24,SFP,150122PILv,0,USED
OTHER,SFP-3012-C-L-10,SFP,150122PILv,0,USED
OPMEXT,TRF5426AMLB409,SFP,150122PILv,0,USED
OPLINK,45030056,VOA SFP -1525~1570nm -0~20dB -1.5dB -40dB -LC/PC,150122PILv,0,USED
OCP,TRP-03L3I1AALC,SFP,150122PILv,0,USED
OCP,TRPDO3MM3BAS,SFP ,150122PILv,0,USED
NOKIA,1GBELXDDM,SFP,150122PILv,0,USED
NEOPHOTONI,PT7320-51-1W-KHW,SFP,150122PILv,0,USED
NEOPHOTONI,PT7320-41-1W,STM4-15KM-1310NM SFP,150122PILv,0,USED
LONG LINE,glc-lh-sm-ll,SFP,150122PILv,0,USED
LONG LINE,GLC-SX-MM-LL,SFP,150122PILv,0,USED
Line,SFP-10G-LR-LL,SFP,150122PILv,0,USED
JUNIPER,740-014279,SFP,150122PILv,0,USED
JUNIPER,740-014289REV03,SFP,150122PILv,0,USED
JDSU,JSH-42S3AR3-B,SFP,150122PILv,0,USED
ITR,HTR6932R30-E,SFP,150122PILv,0,USED
INTEL,AFBR-703SDZ-IN2,SFP,150122PILv,0,USED
INTEL,FTLX8571D3BCV-IT,SFP,150122PILv,0,USED
HUAWEI,034061362,155M-CWDM-1511nm-150km-SM-ESFP 150km OSC Transceiver(OTDR 2.0),150122PILv,0,USED
HUAWEI,034060488,eSFP-1550nm-L-16.2 Optical Transceiver -eSFP -1550nm -STM16 --2~3dBm --30dBm -LC -SM -80km,150122PILv,0,USED
HUAWEI,02315285,Optical Transceiver -eSFP -GE -BIDI Single-mode Module(TX1310/RX1490 -10km -LC),150122PILv,0,USED
HUAWEI,02315286,Optical Transceiver -eSFP -GE -BIDI Single-mode Module(TX1490/RX1310 -10km -LC),150122PILv,0,USED
HUAWEI,034060495,OSX001001 Optical transceiver -SFP+ -1310nm -10Gb/s --8.2~0.5dBm --12.6dBm -LC -SM -10km.,150122PILv,0,USED
HUAWEI,034100144,Description is not found,150122PILv,0,USED
HUAWEI,GLC-LH-SM-DDM-LL,SFP,150122PILv,0,USED
HP,453156-001,SFP,150122PILv,0,USED
HP,468506-001,SFP,150122PILv,0,USED
HP,906204,SFP,150122PILv,0,USED
HP,AFBR-57D7APZ-HP1,SFP,150122PILv,0,USED
HP,AJ716B,SFP,150122PILv,0,USED
HP,PLRXPL-VE-SH4-3H,SFP,150122PILv,0,USED
FINISAR,FTLF1318P2BTL-E1,1.25 Gb/s RoHS Compliant Long-Wavelength Pluggable SFP,150122PILv,0,USED
FINISAR,FTLF8528P3BNV-EM,850Nm Oxide Vcsel - 2X/4X/8X Fc - 8.5 Gb/S Transceiver,150122PILv,0,USED
FINISAR,FTLF8528P2BNV-EM,CA 94089,150122PILv,0,USED
FINISAR,FTLF8528P3BCV-QL,EMM-SPP,150122PILv,0,USED
FINISAR,FTLX8511D3-HW,FINISAR SFP,150122PILv,0,USED
FINISAR,AFBR-703SDZ-BN1,SFP,150122PILv,0,USED
FINISAR,FCLF8521P2BTL,SFP,150122PILv,0,USED
FINISAR,FTLF1318P2BTL-HW,SFP,150122PILv,0,USED
FINISAR,FTLF1323P1BTR-HW,SFP,150122PILv,0,USED
FINISAR,FTLF1324P2BTL-IB,SFP,150122PILv,0,USED
FINISAR,FTLF1421P1BTL-A8,SFP,150122PILv,0,USED
FINISAR,FTLF1421P1BTL-M1,SFP,150122PILv,0,USED
FINISAR,FTLF8519P1BNL-H2,SFP,150122PILv,0,USED
FINISAR,FTLF8519P2BNL-M1,SFP,150122PILv,0,USED
FINISAR,FTLF8519P3BNL-J1,SFP,150122PILv,0,USED
FINISAR,FTLF8519P3BTL-HW,SFP,150122PILv,0,USED
FINISAR,FTLF8524P2BNL-SU,SFP,150122PILv,0,USED
FINISAR,FTLF8524P2BNV,SFP,150122PILv,0,USED
FINISAR,FTLF8524P2BNV-E5,SFP,150122PILv,0,USED
FINISAR,FTLF8524P2BNV-HD,SFP,150122PILv,0,USED
FINISAR,FTLF8524P2BNV-HJ,SFP,150122PILv,0,USED
FINISAR,FTLF8527P3BCL-IB,SFP,150122PILv,0,USED
FINISAR,FTLF8528P2BNV-E5,SFP,150122PILv,0,USED
FINISAR,FTLF8528P3BNV-H2,SFP,150122PILv,0,USED
FINISAR,FTLF8528P3BNV-HP,SFP,150122PILv,0,USED
FINISAR,FTLF8529P3BCV,SFP,150122PILv,0,USED
FINISAR,FTLX8571D3BCL-CL,SFP,150122PILv,0,USED
FINISAR,FTRJ8519P1WNL-SU,SFP,150122PILv,0,USED
FINISAR,I-16.1DDMW,SFP,150122PILv,0,USED
FINISAR,FCLF-8520-3,TX/RX Optical Fiber 1.25Gbps 20-Pin,150122PILv,0,USED
ERICSSON,RDH90126/1,ERICSSON.SFP Module - 10 km - 1000baseLX,150122PILv,0,USED
