item_code,description,vendor,Consumable or not,
C72016,CHA071 INTERMEDIATE CABLE,NOKIA,1,
C72017,CHA073 INTERMEDIATE CABLE,NOKIA,1,
C72018,CHA075 INTERMEDIATE CABLE,NOKIA,1,
C72019,CHA077 INTERMEDIATE CABLE,NOKIA,1,
C72020,TLIA-T ANALOG SUBSCRIBER LINE INTERFACE,NSN,1,
C72021,CHA079 INTERMEDIATE CABLE,NOKIA,1,
C72037,CEC008 INTERMEDIATE CABLE,NOKIA,1,
C72043,CHG015 INTERMEDIATE CABLE,,1,
C72044,CHK031 INTERMEDIATE CABLE,NOKIA,1,
C72070,PCU PACKET CONTROL UNIT,NOKIA,1,
C72074,CHQ026 INTERMEDIATE CABLE,,1,
C72078,CJE005 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72083,CFG037 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72085,CFX030 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72101,CP523-A CENTRAL PROCESSING UNIT,,1,
C72106,CHE002 INTERMEDIATE CABLE,NOKIA,1,
C72111,CJE010 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72112,CJF005 Intermediate Cable,,1,
C72113,CJF008 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72114,CJF010 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72115,CJF017 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72116,CNB500 PERIPHERAL DEVICE CABLE,DX 200 CABLES,1,
C72133,CHGS45C INTERMEDIATE CABLE,DX 200 CABLES,1,
C72134,CHGS005 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72158,CHI014 INTERMEDIATE CABLE,NOKIA,1,
C72161,CFI066 INTERMEDIATE CABLE,NOKIA,1,
C72163,CHE005 INTERMEDIATE CABLE,NOKIA,1,
C72164,CHS35C INTERMEDIATE CABLE,NSN,1,
C72166,CHS37C INTERMEDIATE CABLE,NSN,1,
C72167,CEC054 INTERMEDIATE CABLE,NOKIA,1,
C72168,CEC057 INTERMEDIATE CABLE,NOKIA,1,
C72169,CHS004 INTERMEDIATE CABLE,NOKIA,1,
C72171,CEC066 INTERMEDIATE CABLE,NOKIA,1,
C72172,CHS45C INTERMEDIATE CABLE,,1,
C72173,CHS005 INTERMEDIATE CABLE,NOKIA,0,
C72174,CHA081 INTERMEDIATE CABLE,NOKIA,1,
C72175,CHI022 INTERMEDIATE CABLE,NOKIA,1,
C72176,CHS008 INTERMEDIATE CABLE,NOKIA,1,
C72177,CHS009 INTERMEDIATE CABLE,NSN,1,
C72178,CHJ020 INTERMEDIATE CABLE,NOKIA,1,
C72179,CHC032 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72180,SCSIT-V SCSI BUS TERMINATOR,,1,
C72181,CHS012 INTERMEDIATE CABLE,NSN,1,
C72182,CHA083 INTERMEDIATE CABLE,NOKIA,1,
C72183,CHA085 INTERMEDIATE CABLE,NOKIA,1,
C72184,CHA089 INTERMEDIATE CABLE,NOKIA,1,
C72185,CHS018 INTERMEDIATE CABLE,NSN,1,
C72186,CHS020 INTERMEDIATE CABLE,NSN,1,
C72192,CHG017 INTERMEDIATE CABLE,,1,
C72193,CGC019 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72195,CJC019 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72196,CJC017 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72215,CLRB050 Peripheral Device Cable,,1,
C72216,CLRB100 PERIPHERAL DEVICE CABLE,NSN,1,
C72221,CLSB100 PERIPHERAL DEVICE CABLE,,1,
C72223,CLTA100 PERIPHERAL DEVICE CABLE,,1,
C72224,CLTB050 PERIPHERAL DEVICE CABLE,,1,
C72225,CLTB100 PERIPHERAL DEVICE CABLE,,1,
C72229,CNDB100 PERIPHERAL DEVICE CABLE,,1,
C72231,CHA091 INTERMEDIATE CABLE,NOKIA,1,
C72234,CHT020 INTERMEDIATE CABLE,NOKIA,1,
C72236,CYR200 Alarm Cable,,1,
C72237,CHB047 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72242,CHB061 INTERMEDIATE CABLE,NOKIA,1,
C72243,CHB079 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72244,CHB051 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72245,CHB063 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72249,CHK054 INTERMEDIATE CABLE,NOKIA,1,
C72251,CHK057 INTERMEDIATE CABLE,NOKIA,1,
C72258,CHK079 INTERMEDIATE CABLE,NOKIA,1,
C72259,CEA065 INTERMEDIATE CABLE,NOKIA,1,
C72261,CEC067 INTERMEDIATE CABLE,NOKIA,1,
C72262,CGP042 Intermediate Cable,,1,
C72281,CEA047 INTERMEDIATE CABLE,NOKIA,1,
C72282,CEA101 INTERMEDIATE CABLE,NOKIA,1,
C72283,CEC086 INTERMEDIATE CABLE,NOKIA,1,
C72284,CEC088 INTERMEDIATE CABLE,NOKIA,1,
C72285,CEC091 INTERMEDIATE CABLE,NOKIA,1,
C72286,CEC093 INTERMEDIATE CABLE,NOKIA,1,
C72287,CEC095 INTERMEDIATE CABLE,NOKIA,1,
C72288,CEC098 INTERMEDIATE CABLE,NOKIA,1,
C72292,CEC108 INTERMEDIATE CABLE,NOKIA,0,
C72293,CEC111 INTERMEDIATE CABLE,NOKIA,1,
C72294,CEC112 INTERMEDIATE CABLE,NOKIA,1,
C72295,CEC116 INTERMEDIATE CABLE,NOKIA,1,
C72296,CEC118 INTERMEDIATE CABLE,NOKIA,1,
C72298,CEC123 INTERMEDIATE CABLE,NOKIA,1,
C72299,CEC127 INTERMEDIATE CABLE,NOKIA,1,
C72301,CEC134 INTERMEDIATE CABLE,NOKIA,1,
C72302,CGP078 INTERMEDIATE CABLE,NOKIA,1,
C72306,CGP085 INTERMEDIATE CABLE,NOKIA,1,
C72307,CGP087 INTERMEDIATE CABLE,NOKIA,1,
C72316,CGP102 INTERMEDIATE CABLE,NOKIA,1,
C72322,CGP108 Intermediate Cable,,1,
C72329,CGP124 INTERMEDIATE CABLE,NOKIA,1,
C72331,CHU020 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72340,COP4T COVER PANEL,NOKIA,1,
C72345,CNI100 PERIPHERAL DEVICE CABLE,NOKIA,1,
C72367,CGP133 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72368,CEC128 INTERMEDIATE CABLE,NOKIA,1,
C72370,IW16P1 INTERWORKING UNIT 16 X PDH E1/T1/,,1,
C72380,DSMA-S DATA SERVICES MULTIPROTOCOL ADAPT,,1,
C72382,MS64M SDRAM MEMORY MODULE 64 MB,,1,
C72383,MS256M SDRAM MEMORY MODULE 256 MB,NOKIA,1,
C72385,CHU010 Intermediate Cable,,1,
C72386,CHU012 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72387,CHU014 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72388,CHU022 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72391,CHU030 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72392,CHU032 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72393,CHU040 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72394,CHU042 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72395,CHU044 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72396,CHU054 INTERMEDIATE CABLE,NSN,1,
C72398,CGC035C INTERMEDIATE CABLE,DX 200 CABLES,1,
C72403,CJET18C Intermediate Cable,,1,
C72404,CJET22C INTERMEDIATE CABLE,DX 200 CABLES,1,
C72405,CJET29C INTERMEDIATE CABLE,DX 200 CABLES,1,
C72406,CJET44C Intermediate Cable,,1,
C72408,CJES38C INTERMEDIATE CABLE,DX 200 CABLES,1,
C72411,CJES56C INTERMEDIATE CABLE,DX 200 CABLES,1,
C72413,CJES007 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72414,CNC200 CIRCUIT CABLE,,1,
C72417,CVKP005 POWER SUPPLY CABLE,NOKIA,1,
C72418,CPTC020 PCM CIRCUIT CABLE,NOKIA,1,
C72419,CNI150 PERIPHERAL DEVICE CABLE,NOKIA,1,
C72421,CNI200 PERIPHERAL DEVICE CABLE,NOKIA,1,
C72424,CNIS100 PCM CIRCUIT CABLE,DX 200 CABLES,1,
C72428,CNIS300 PCM CIRCUIT CABLE,DX 200 CABLES,1,
C72429,CPT020 INTERMEDIATE CABLE,NOKIA,1,
C72432,CGCS096 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72434,CGCS060 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72435,CPT030 INTERMEDIATE CABLE,NOKIA,1,
C72436,CPTC030 PCM CIRCUIT CABLE,NOKIA,1,
C72440,DMCT2-S COMPONENT BOARD,NOKIA,1,
C72448,CHT010 INTERMEDIATE CABLE,NOKIA,1,
C72449,CNB010 PERIPHERAL DEVICE CABLE,NOKIA,1,
C72451,CNB020 PERIPHERAL DEVICE CABLE,NOKIA,1,
C72452,CHQ032 INTERMEDIATE CABLE,NOKIA,1,
C72453,CHQ042 INTERMEDIATE CABLE,NOKIA,1,
C72454,CHO030 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72455,CHM030 INTERMEDIATE CABLE,NOKIA,1,
C72457,CHU050 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72458,CHU060 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72461,CHU078 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72462,CPP020 INTERMEDIATE CABLE,NOKIA,1,
C72463,CPP037 INTERMEDIATE CABLE,NOKIA,1,
C72464,CPP046 INTERMEDIATE CABLE,NOKIA,1,
C72465,CPP055 INTERMEDIATE CABLE,NOKIA,1,
C72466,CPP066 INTERMEDIATE CABLE,NOKIA,1,
C72467,CPP075 INTERMEDIATE CABLE,NOKIA,1,
C72468,CPTC037 PCM CIRCUIT CABLE,NOKIA,1,
C72469,CPTC046 PCM CIRCUIT CABLE,NOKIA,1,
C72470,AL2S AAL2 SWITCHING UNIT,,1,
C72471,CPTC055 PCM CIRCUIT CABLE,NOKIA,1,
C72472,CPTC066 PCM CIRCUIT CABLE,NOKIA,1,
C72473,CPTC075 PCM CIRCUIT CABLE,NOKIA,1,
C72474,CPT037 INTERMEDIATE CABLE,NOKIA,1,
C72475,CPT046 INTERMEDIATE CABLE,NOKIA,1,
C72476,CPT055 INTERMEDIATE CABLE,NOKIA,1,
C72477,CPT066 INTERMEDIATE CABLE,NOKIA,1,
C72478,CPT075 INTERMEDIATE CABLE,NOKIA,1,
C72480,MDS MAGNETO-OPTICAL DRIVE SCSI,,1,
C72481,CFV033 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72495,MCPC2 MANAGEMENT COMPUTER WITH PIII CORE,,1,
C72496,CFDS050 INTERMEDIATE CABLE,,1,
C72498,CFVS040 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72500,NI16P1 ATM NETWORK INTERFACE 16 X PDH E1,,1,
C72502,CBD8 CONNECTOR BRACKET,NSN,1,
C72504,PCMCO05 PCM CROSS CONNECTOR,NSN,1,
C72505,CVKP014 POWER SUPPLY CABLE,NOKIA,1,
C72506,CVKP017 POWER SUPPLY CABLE,NOKIA,1,
C72507,CFHA002 Intermediate Cable,,1,
C72515,CHX020 INTERMEDIATE CABLE,NSN,1,
C72521,CNB300 PERIPHERAL DEVICE CABLE,NOKIA,1,
C72525,CPX21 CONNECTOR PANEL FOR X.21 INTERFACE,,1,
C72530,CPV35 CONNECTOR PANEL FOR V.35 INTERFACE,,1,
C72536,CFT003 Alarm Cable,,1,
C72537,CFT011 Alarm Cable,,1,
C72538,CFT015 ALARM CABLE,DX 200 CABLES,1,
C72539,CFHA007 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72540,CPV24 CONNECTOR PANEL FOR V.24 INTERFACE,,1,
C72545,SW3C-S SWITCHING CARTRIDGE 3,,1,
C72549,CHX004 INTERMEDIATE CABLE,NSN,1,
C72550,CHX005 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72551,CHX008 INTERMEDIATE CABLE,NSN,1,
C72552,CHX009 INTERMEDIATE CABLE,NSN,1,
C72553,CHX012 INTERMEDIATE CABLE,NSN,1,
C72554,CHX018 INTERMEDIATE CABLE,NSN,1,
C72555,CHX35C INTERMEDIATE CABLE,NSN,1,
C72556,CHX37C INTERMEDIATE CABLE,NSN,1,
C72557,CHX45C INTERMEDIATE CABLE,NSN,1,
C72587,CHQC020 INTERMEDIATE CABLE,DX 200 CABLES,1,
C72589,WDAD-S HARD DISK ADAPTER,NOKIA,0,
C72965,CPRD300 PCM Circuit Cable,,1,
C73046,CNI025 PERIPHERAL DEVICE CABLE,NOKIA,1,
C73126,CGB042 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73216,CJE006 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73217,CFD013 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73218,CFE012 Intermediate Cable,,1,
C73260,CPD80 CABINET POWER DISTRIBUTION 80,NSN,1,
C73376,CFNS050 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73384,SHIM25 FILLER PLATE 25,NOKIA,0,
C73430,AS7-X ADAPTER FOR CCITT NO. 7,NOKIA,1,
C73527,CFT025 ALARM CABLE,DX 200 CABLES,1,
C73528,CFHA25C INTERMEDIATE CABLE,DX 200 CABLES,1,
C73602,CJF012 Intermediate Cable,,1,
C73608,CFNS070 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73609,CFNS080 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73611,CHM014 INTERMEDIATE CABLE,NOKIA,1,
C73615,CHQ008 INTERMEDIATE CABLE,,1,
C73616,CHQ011 INTERMEDIATE CABLE,,1,
C73617,CHQ014 INTERMEDIATE CABLE,,1,
C73618,CHQ015 INTERMEDIATE CABLE,,1,
C73619,CHQ017 INTERMEDIATE CABLE,,1,
C73621,CHX55C INTERMEDIATE CABLE,NSN,1,
C73624,CJET55C INTERMEDIATE CABLE,DX 200 CABLES,1,
C73625,CJET006 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73627,CVKP009 POWER SUPPLY CABLE,NOKIA,1,
C73724,CHX85C INTERMEDIATE CABLE,NSN,1,
C73725,CJG002 INTERMEDIATE CABLE,NOKIA,1,
C73727,CJG003 INTERMEDIATE CABLE,NOKIA,1,
C73728,CJG35C INTERMEDIATE CABLE,NOKIA,1,
C73729,CJG004 INTERMEDIATE CABLE,NOKIA,1,
C73731,CJG45C INTERMEDIATE CABLE,NOKIA,1,
C73732,CJG005 INTERMEDIATE CABLE,NOKIA,1,
C73733,CJG55C INTERMEDIATE CABLE,NOKIA,1,
C73738,CJGS003 INTERMEDIATE CABLE,NOKIA,1,
C73739,CJGS35C INTERMEDIATE CABLE,NOKIA,1,
C73741,CJGS004 INTERMEDIATE CABLE,NOKIA,1,
C73742,CJGS45C INTERMEDIATE CABLE,NOKIA,1,
C73743,CJGS005 INTERMEDIATE CABLE,NOKIA,1,
C73744,CJGS55C INTERMEDIATE CABLE,NOKIA,1,
C73745,CJGS006 INTERMEDIATE CABLE,NOKIA,1,
C73746,CJGS65C INTERMEDIATE CABLE,NOKIA,1,
C73760,CHYS007 Intermediate Cable,,1,
C73761,CHYS012 Intermediate Cable,,1,
C73764,CHZS006 INTERMEDIATE CABLE,NOKIA,1,
C73765,CHZS008 INTERMEDIATE CABLE,NOKIA,1,
C73766,CHZS012 INTERMEDIATE CABLE,NOKIA,1,
C73767,CHZ006 INTERMEDIATE CABLE,NOKIA,1,
C73768,CHZ008 INTERMEDIATE CABLE,NOKIA,1,
C73769,CHZ012 INTERMEDIATE CABLE,NOKIA,1,
C73770,CHZ016 INTERMEDIATE CABLE,NOKIA,1,
C73773,CFN024 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73774,CFN026 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73776,CFN028 Intermediate Cable,,1,
C73784,CFN042 INTERMEDIATE CABLE,DX 200 CABLES,1,
C73858,CYLP300 ALARM CABLE,,1,
C73860,SSIF-S SYNCHRONIZATION SIGNAL INTERFACE,NOKIA,1,
C73879,CYLP400 ALARM CABLE,,1,
C73888,CHS030 INTERMEDIATE CABLE,NSN,1,
C73912,CPP016 INTERMEDIATE CABLE,NOKIA,1,
C73913,CPP017 INTERMEDIATE CABLE,NOKIA,1,
C73914,CPP019 INTERMEDIATE CABLE,NOKIA,1,
C73915,CPP021 INTERMEDIATE CABLE,NOKIA,1,
C74000,CP6MX PENTIUM III CENTRAL PROCESSING UNI,NOKIA,1,
C74006,CSS44 CABLE SUPPORT SHELF,NOKIA,1,
C74026,CHM005 INTERMEDIATE CABLE,NOKIA,1,
C74059,CJC65C INTERMEDIATE CABLE,DX 200 CABLES,1,
C74201,FCS186 CABLE SHELF,NSN,1,
C74251,CPP012 INTERMEDIATE CABLE,NOKIA,1,
C74252,CPP013 INTERMEDIATE CABLE,NOKIA,1,
C74253,CPP015 INTERMEDIATE CABLE,NOKIA,1,
C74278,CVX015 POWER SUPPLY CABLE,NOKIA,1,
C74281,CPTC012 PCM CIRCUIT CABLE,NOKIA,1,
C74282,CPTC013 PCM CIRCUIT CABLE,NOKIA,1,
C74283,CPTC015 PCM CIRCUIT CABLE,NOKIA,1,
C74284,CPTC016 PCM CIRCUIT CABLE,NOKIA,1,
C74285,CPTC017 PCM CIRCUIT CABLE,NOKIA,1,
C74286,CPTC019 PCM CIRCUIT CABLE,NOKIA,1,
C74287,CPTC021 PCM CIRCUIT CABLE,NOKIA,1,
C74288,CPT012 INTERMEDIATE CABLE,NOKIA,1,
C74289,CPT013 INTERMEDIATE CABLE,NOKIA,1,
C74291,CPT015 INTERMEDIATE CABLE,NOKIA,1,
C74292,CPT016 INTERMEDIATE CABLE,NOKIA,1,
C74293,CPT017 INTERMEDIATE CABLE,NOKIA,1,
C74294,CPT019 INTERMEDIATE CABLE,NOKIA,1,
C74295,CPT021 INTERMEDIATE CABLE,NOKIA,1,
C74341,CHM012 INTERMEDIATE CABLE,DX 200 CABLES,1,
C74342,CHM013 INTERMEDIATE CABLE,NOKIA,1,
C74343,CHM023 INTERMEDIATE CABLE,NOKIA,1,
C74344,CVKP008 POWER SUPPLY CABLE,NOKIA,1,
C74441,CHUS020 INTERMEDIATE CABLE,NOKIA,1,
C74576,CSADR3 STRAPPING CONNECTOR,NOKIA,1,
C74753,CGI035 INTERMEDIATE CABLE,DX 200 CABLES,1,
C74840,PCU-S PACKET CONTROL UNIT,NOKIA,1,
C74920,MBIF-B MESSAGE BUS INTERFACE,,1,
C74990,MBIF-C MESSAGE BUS INTERFACE,,1,
C74991,CJA002 INTERMEDIATE CABLE,NOKIA,1,
C74992,CJB002 INTERMEDIATE CABLE,NSN,1,
C81254,CMG120 MAGNETIC TAPE UNIT CABLE,DX 200 CABLES,1,
C81281,CHQ050 INTERMEDIATE CABLE,NOKIA,1,
C81283,CPP014 INTERMEDIATE CABLE,NOKIA,1,
C81284,CPP018 INTERMEDIATE CABLE,NOKIA,1,
C81285,CPP022 INTERMEDIATE CABLE,NOKIA,1,
C81286,CPP024 INTERMEDIATE CABLE,NOKIA,1,
C81287,CPTC014 PCM CIRCUIT CABLE,NOKIA,1,
C81288,CPTC018 PCM CIRCUIT CABLE,NOKIA,1,
C81289,CPTC022 PCM CIRCUIT CABLE,DX 200 CABLES,1,
C81290,TRMC5 TERMINATION CONNECTOR 5,NSN,1,
C81291,CPTC024 PCM CIRCUIT CABLE,DX 200 CABLES,1,
C81293,CPT014 INTERMEDIATE CABLE,NOKIA,1,
C81294,CPT018 INTERMEDIATE CABLE,NOKIA,1,
C81295,CPT022 INTERMEDIATE CABLE,NOKIA,1,
C81296,CPT024 INTERMEDIATE CABLE,NOKIA,1,
C81356,CFZ58C INTERMEDIATE CABLE,DX 200 CABLES,1,
C81358,HDAD1-A HARD DISK ADAPTER,NOKIA,1,
C81369,CXM011 EARTHING CABLE,NOKIA,0,
C81371,CXM014 EARTHING CABLE,,1,
C81433,CFTA021 ALARM CABLE,DX 200 CABLES,1,
C81535,CHYS020 INTERMEDIATE CABLE,NOKIA,1,
C81537,CHZ010 INTERMEDIATE CABLE,NOKIA,0,
C81538,CHZ020 INTERMEDIATE CABLE,NOKIA,1,
C81539,CHZS010 INTERMEDIATE CABLE,NOKIA,1,
C81541,CHZS020 INTERMEDIATE CABLE,NOKIA,1,
C81550,AS7-B ADAPTER FOR CCITT NO. 7,NOKIA,1,
C81591,CJB005 INTERMEDIATE CABLE,NSN,1,
C81887,CPRD200 PCM Circuit Cable,,1,
C83179,CJF007 INTERMEDIATE CABLE,DX 200 CABLES,1,
C83181,CEB032 INTERMEDIATE CABLE,DX 200 CABLES,1,
C83293,CGB037 INTERMEDIATE CABLE,NOKIA,1,
C83368,AS7-VA ADAPTER FOR CCITT NO. 7,NSN,1,
C83420,EC2E ECHO CANCELLER (2 PCM),NOKIA,1,
C83473,CJE007 INTERMEDIATE CABLE,DX 200 CABLES,1,
C83550,CP6LX-S CENTRAL PROCESSING UNIT,NOKIA,1,
C88103.01,SGAC0E-A CABINET ALTERNATIVE SET,,1,
C88142.02,BSC2I_S MARKING SET,,1,
CA00225,DVI-XL ENCRYPTON (INBUILD),,1,
CA53140-0263,128QAM DEQL - BOTH ADJACENT CHANNELS,,1,
CA53140-0264,128QAM DEQL - UPPERSİDE ADJACENT CHANNEL,,1,
CA53140-0265,128QAM DEQL - LOWERSİDE ADJACENT CHANNEL,,1,
CA53140-0330,128QAM DEQL - NO ADJACENT CHANNELS,,1,
CC4901-000,FIST-GPST12-RINGT-RS-DE04,,1,
CC4907-000,FIST-GPST12-RINGT-LS-DE04,,1,
CP1800AC52,TYCO 1800 V1,,1,
CS7000001,RECTIFIER AA25000L 48/2000,TDR ESTONIA,1,
CS7000002,AC OVP KIT,ASTEC EUROPE LTD. (GB),1,
CS7000003,PDA UNIT,ARTESYN,1,
CS7000004,ALARM PCB,,1,
CS7000005,TEMPERATURE SENSOR,,1,
CS7000007,ACCESSORY BAG,,1,
CS7000087,MC MULTIGATE,,1,
CS7000088,CABINET DOOR 1.8M (115VAC),,1,
CS7000089,CABINET DOOR 1.1M (115VAC),,1,
CS7000091,CLU BOARD,,1,
CS7000093,CABNINET DOOR 1.8M (230VAC),,1,
CS7000095,CABNINET DOOR 1.1M (230VAC),,1,
CS7000099,ALARM CABLE,,1,
CS70010.13,SWITCHED MODE RECTIFIER,NSN,1,
CS70100.01,ABIS 75 OHM CONNECTORS (6PCS),,1,
CS70210.03,SP PSSS 2200 W/AC-DISTRIBUTION UK-SOCKET,NSN,1,
CS70401.01,METROSİTE BBU MECHANİCS,,1,
CS70401.02,4XSBS J16X48V BATT. FOR METROSITE BBU,,1,
CS70401.03,SP BAT CHARGER 200W FOR METROSITE BBU,,1,
CS70401.09,METROBBU BATTERY BREATHER KIT (SBS J16X),,1,
CS70401.10,INSTALLATION KIT ELECTRICAL FOR THE MBBU,,1,
CS70401.20,METROSİTE BBU REVB,,1,
CS70401.21,METROBBU ALARM CABLE (GSM/EDGE CS10 HUB),,1,
CS70401.22,METROBBU ALARM CABLE (WCDMA),,1,
CS70402.00,MetroHub Battery,,1,
CS70403.01,BATTERY ACCESSORIES FOR SBS J40,,1,
CS70403.02,4*SBS J40 BATTERIES 48V FOR IBBU,,1,
CS7100000,BATA BACKPLANE GASKET SET 10PCS,,1,
CS7100004,KIT: WALL/POLE MOUNTING,,1,
CS7100005,KIT: FLOOR MOUNTING,,1,
CS7100006,KIT: 2-POLE AC BREAKER,,1,
CS7100007,KIT: HEATER,,1,
CS7100011,TEMPERATURE SENSOR,NSN,1,
CS7100012,CB CBI Q-SERIES W/AUX 60A G1,,1,
CS7100013,CB CBI Q-SERIES 60A G1,,1,
CS7100014,I/O MONITOR G2,,1,
CS7100015,FAN: MACLEAN RDB628-4818S27,,1,
CS7100016,SPARE FILTERS FOR TYPE 2 CAB (10 PCS),ELTEK,1,
CS7100042,"KIT: Spare USB cable 2m, 10 pcs",,1,
CS7100050,LTCD LOW TRAFFIC CONTROLLER DISCONNECT,,1,
CS7100051,DC/DC CONVERTER MODULE,NSN,1,
CS7100052,KIT: SITEPOWER 1KW 48/24 DCDC CONV.,NSN,1,
CS7100054,MCU controller WPUB,,1,
CS7100055,KIT: DOOR W AIRCON 2M OD,NSN,1,
CS71001.00,SP RCAA52 RECTIFIER 48V/33A FOR 10TRXS,NSN,1,
CS71002,SP Switchmode rectifier 48-600,,1,
CS71002.00,SP RCAA51 RECTIFIER 48V/30A FO 2ND GEN.,NSN,1,
CS71003.01,SP Switchmode rectifier 48-1700,,1,
CS71003.02,SWITCHMODE RECTIFIER 48-1900 N,FNOKIA,1,
CS71003.03,SWITCHMODE RECTIFIER 48-1500 TRA,NSN,1,
CS71004,SP Switchmode rectifier 48-1500,,1,
CS71005,SP Switchmode rectifier 48-25,,1,
CS71006,SP Switchmode rectifier 48-3000,,1,
CS71007,SP Switchmode rectifier 48-50,,1,
CS71008,FR 48V-3000W Rectifier Fan cooled,,1,
CS71008.01,SP FR48V-3000WRECTIFIER W.DIGITAL INTERF,,1,
CS71009,SWITCHMODE RECTIFIER 48-7000,,1,
CS71012,SP Switchmode rectifier 60V - 20A,,1,
CS71018,Rectifier SMPS 48/300W,,1,
CS71019,SP SMPS 48V-750W RECTIFIER,NOKIA,1,
CS71019.01,RECTIFIER SMPS 48/800 W,,1,
CS71068.30,SP AMS 48/3000-8 UGE 94L C1 127/208 VAC,,1,
CS71068.31,SP AMS 48/3000-8 UGE 90L C2 127/208 VAC,,1,
CS7110002,16KW POWERCORE,NSN,1,
CS7110003,SMARTPACK EXTENDED G2,ELTEK (JAN PIKLA),1,
CS7110005,TEMPERATURE SENSOR,,1,
CS7110006,EXT ALARM CARD SMARTPACK,ELTEK,1,
CS7110007,LATCHED CONTACTOR,NSN,1,
CS7110008,FAN FOR 16KW OD CABINET,NSN,1,
CS7110009,FILTER FOR 16KW OD FAN CABINET INLET,,1,
CS7110010,FILTER FOR 16KW OD FAN CABINET OUTLET,,1,
CS7110013,KIT: BATTERY MONITOR,ELTEK,1,
CS7110014,KIT: BASIC FLEXI BTS KIT ID 12U,NSN,1,
CS7110015,KIT: EXTENSION FLEXI BTS KIT ID 9U,NSN,1,
CS7110016,KIT: CABLE ENTRY MC3 MULTIGATE,ELTEK,1,
CS7110019,EMKA KEY LOCK,,1,
CS7110020,KIT: OD CABINET ADDITIONAL FAN,NSN,1,
CS7110021,SMARTPACK WEB/SNMP 6+6,ELTEK,1,
CS7110023,KIT: SUPPORT BRACKETS FOR FLEXI BTSS,NSN,1,
CS7110024,KIT: MECHANICS FOR PLEATED FILTERS,"AUX PRODUCTS, 3RD PARTY",1,
CS7110025,PLEATED INLET FILTER FOR OD FAN 2M CAB.,"AUX PRODUCTS, 3RD PARTY",1,
CS7110026,PLEATED OUTLET FILTER FOR OD FAN 2M CAB,"AUX PRODUCTS, 3RD PARTY",1,
CS7110040,ROXTEC BLANK PLATE WITH 2 SCREW HOLES,NSN,1,
CS7110041,MARCON BLANK PLATE WITH 4 SCREW HOLES,NSN,1,
CS7110043,DSUB TEMP.SENSE 3.0M AD592 G1,ELTEK,1,
CS7110044,KIT: DOOR OPEN MICRO SWITCH,,1,
CS7110047,"SIDE PANELS FOR 1.3M OD CABINET, 1 PAIR",,1,
CS7110048,"ROOF FOR 1.3M OD CABINET, 1 PCS",,1,
CS71101.02,SUBRACK 1 FOR 2ND GEN,NSN,1,
CS71102.00,Subrack 10 TRX for 2nd Gen,,1,
CS71103.00,AC DISTRIBUTION UNIT FOR 3RD GEN,NSN,1,
CS71103.03,DC DISTRIBUTION UNIT FOR 3RD GEN,NSN,1,
